集市环境卫生责任区划分不清,环境卫生,抱怨,中
医院医疗废物分类不规范,环境卫生,抱怨,中
菜市场疫情防控宣传到位,医疗卫生,表扬,低
社区诊所健康咨询服务专业,医疗卫生,表扬,低
集市治安巡逻时间安排不合理,安全治理,抱怨,中
医院护工培训内容需要更新,医疗卫生,抱怨,低
菜市场照明系统节能环保,安全治理,表扬,低
社区医院家庭医生响应及时,医疗卫生,表扬,低
集市商品价格监管不到位,民生服务,抱怨,低
医院便民设施使用指引不清,安全治理,抱怨,低
菜市场食品安全快速检测专业,医疗卫生,表扬,低
社区卫生服务中心环境消毒严格,医疗卫生,表扬,低
集市占道经营整治后反弹快,环境卫生,抱怨,中
医院护工服务监督机制不完善,医疗卫生,抱怨,低
菜市场公平交易环境良好,民生服务,表扬,低
社区医院健康档案更新及时,医疗卫生,表扬,低
集市消防安全隐患整改不及时,安全治理,抱怨,高
医院医疗设备保养记录不全,医疗卫生,抱怨,低
菜市场疫情防控措施执行严格,医疗卫生,表扬,低
社区诊所药品管理规范,医疗卫生,表扬,低
集市环境卫生评比流于形式,环境卫生,抱怨,低
医院护工排班系统需要优化,医疗卫生,抱怨,低
菜市场交通管理有序规范,交通管理,表扬,低
社区医院健康宣教形式多样,医疗卫生,表扬,低
集市商品质量投诉处理慢,民生服务,抱怨,中
医院候诊区环境需要改善,医疗卫生,抱怨,中
菜市场疫情防控物资发放及时,医疗卫生,表扬,低
社区卫生服务站服务时间合理,医疗卫生,表扬,低
集市占道经营影响居民生活,环境卫生,抱怨,中
医院护工服务流程需要规范,医疗卫生,抱怨,低
菜市场公平秤使用监督有效,民生服务,表扬,低
社区医院慢性病用药保障好,医疗卫生,表扬,低
集市环境卫生打扫质量差,环境卫生,抱怨,中
医院医疗废物处理需要规范,环境卫生,抱怨,中
菜市场疫情防控检查严格,医疗卫生,表扬,低
社区诊所应急救治能力提升,医疗卫生,表扬,低
集市治安管理需要加强,安全治理,抱怨,中
医院护工服务标准需要统一,医疗卫生,抱怨,低
菜市场照明系统维护及时,安全治理,表扬,低
社区医院家庭医生服务满意,医疗卫生,表扬,低
集市商品质量监管需要加强,民生服务,抱怨,中
医院便民设施需要完善,安全治理,抱怨,低
菜市场食品安全检测专业,医疗卫生,表扬,低
社区卫生服务中心消毒到位,医疗卫生,表扬,低
集市占道经营治理需要持续,环境卫生,抱怨,中
医院护工服务需要改进,医疗卫生,抱怨,低
菜市场公平交易环境优越,民生服务,表扬,低
社区医院健康管理服务专业,医疗卫生,表扬,低
集市消防安全需要重视,安全治理,抱怨,高
医院医疗设备维护需要加强,安全治理,抱怨,中
菜市场疫情防控措施完善,医疗卫生,表扬,低
社区诊所服务态度亲切,医疗卫生,表扬,低
集市环境卫生需要改善,环境卫生,抱怨,中
医院护工管理需要规范,医疗卫生,抱怨,低
菜市场停车秩序良好,交通管理,表扬,低
社区医院健康促进效果好,医疗卫生,表扬,低
集市商品质量需要提升,民生服务,抱怨,中
医院候诊环境需要优化,医疗卫生,抱怨,中
菜市场疫情防控执行到位,医疗卫生,表扬,低
社区卫生服务站用药指导专业,医疗卫生,表扬,低
集市占道经营需要整治,环境卫生,抱怨,中
医院护工服务需要提升,医疗卫生,抱怨,低
菜市场公平秤管理规范,民生服务,表扬,低
社区医院慢性病管理专业,医疗卫生,表扬,低
集市环境卫生需要加强,环境卫生,抱怨,中
医院医疗废物处理需要改进,环境卫生,抱怨,中
菜市场疫情防控严格认真,医疗卫生,表扬,低
社区诊所医疗服务专业可靠,医疗卫生,表扬,低
集市治安状况需要改善,安全治理,抱怨,中
医院护工培训需要加强,医疗卫生,抱怨,低
菜市场照明系统运行稳定,安全治理,表扬,低
社区医院家庭医生服务优质,医疗卫生,表扬,低
集市商品监管需要强化,民生服务,抱怨,中
医院便民设施需要维护,安全治理,抱怨,低
菜市场食品安全有保障,医疗卫生,表扬,低
社区卫生服务中心环境优良,医疗卫生,表扬,低
集市占道经营需要管理,环境卫生,抱怨,中
医院护工服务需要规范,医疗卫生,抱怨,低
菜市场交易公平公正,民生服务,表扬,低
社区医院健康服务到位,医疗卫生,表扬,低
集市消防安全要重视,安全治理,抱怨,高
医院设备维护要及时,安全治理,抱怨,中
菜市场防控措施到位,医疗卫生,表扬,低
社区诊所服务专业,医疗卫生,表扬,低
集市环境要改善,环境卫生,抱怨,中
医院护工要规范,医疗卫生,抱怨,低
菜市场停车有序,交通管理,表扬,低
社区医院服务好,医疗卫生,表扬,低
集市质量要提升,民生服务,抱怨,中
医院环境要优化,医疗卫生,抱怨,中
菜市场防控严格,医疗卫生,表扬,低
社区卫生站专业,医疗卫生,表扬,低
集市占道要整治,环境卫生,抱怨,中
医院护工要提升,医疗卫生,抱怨,低
菜市场公平规范,民生服务,表扬,低
社区医院管理好,医疗卫生,表扬,低
集市卫生要加强,环境卫生,抱怨,中
医院废物要规范,环境卫生,抱怨,中
菜市场防控到位,医疗卫生,表扬,低
社区诊所服务好,医疗卫生,表扬,低
集市治安要改善,安全治理,抱怨,中
医院护工要加强,医疗卫生,抱怨,低
菜市场照明良好,安全治理,表扬,低
社区医院服务优,医疗卫生,表扬,低
集市监管要强化,民生服务,抱怨,中
医院设施要维护,安全治理,抱怨,低
菜市场安全可靠,医疗卫生,表扬,低
社区卫生环境好,医疗卫生,表扬,低
集市占道要管理,环境卫生,抱怨,中
医院护工要规范,医疗卫生,抱怨,低
菜市场公平交易,民生服务,表扬,低
社区医院服务到位,医疗卫生,表扬,低
集市消防要重视,安全治理,抱怨,高
医院设备要及时,安全治理,抱怨,中
菜市场防控到位,医疗卫生,表扬,低
社区诊所专业好,医疗卫生,表扬,低
集市环境要改善,环境卫生,抱怨,中
医院护工要规范,医疗卫生,抱怨,低
菜市场停车良好,交通管理,表扬,低
社区医院服务好,医疗卫生,表扬,低
集市质量要提升,民生服务,抱怨,中
医院环境要优化,医疗卫生,抱怨,中
菜市场防控严格,医疗卫生,表扬,低
社区卫生站专业,医疗卫生,表扬,低
集市占道要整治,环境卫生,抱怨,中
医院护工要提升,医疗卫生,抱怨,低
菜市场公平规范,民生服务,表扬,低
社区医院管理好,医疗卫生,表扬,低
集市卫生要加强,环境卫生,抱怨,中
医院废物要规范,环境卫生,抱怨,中
菜市场防控到位,医疗卫生,表扬,低
社区诊所服务好,医疗卫生,表扬,低
集市治安要改善,安全治理,抱怨,中
医院护工要加强,医疗卫生,抱怨,低
菜市场照明良好,安全治理,表扬,低
社区医院服务优,医疗卫生,表扬,低
text,category,emotion,urgency
社区法律咨询室服务专业，为居民解答法律问题,民生服务,表扬,低
小区内车辆超速行驶，威胁行人安全，需要加强管理,交通管理,抱怨,高
社区文艺汇演节目精彩，丰富了居民文化生活,文化生活,表扬,低
夜间巡逻频次不足，存在治安隐患,安全治理,抱怨,中
法律援助中心为困难群众提供免费民生服务,民生服务,表扬,低
共享单车乱停乱放，堵塞人行通道,交通管理,抱怨,中
社区图书馆环境安静，藏书丰富，借阅方便,文化生活,表扬,低
消防通道被占用，应急救援存在风险,安全治理,抱怨,高
社区调解员专业耐心，成功化解邻里纠纷,民生服务,表扬,低
主干道乱停车严重，影响交通畅通,交通管理,抱怨,中
书法绘画培训班深受老年人欢迎,文化生活,表扬,低
监控摄像头多个故障，安全防范存在漏洞,安全治理,抱怨,中
普法宣传进社区，提高居民法律意识,民生服务,表扬,低
电动车在机动车道逆行，交通安全隐患大,交通管理,抱怨,高
社区戏曲社团演出传统剧目，传承文化,文化生活,表扬,低
陌生人频繁进出小区，保安盘查不严,安全治理,抱怨,中
法律知识讲座内容实用，居民受益匪浅,民生服务,表扬,低
停车场指示标识不清，新手停车困难,交通管理,抱怨,低
儿童绘本馆环境温馨，促进亲子阅读,文化生活,表扬,低
高空抛物现象屡禁不止，十分危险,安全治理,抱怨,高
社区律师值班制度完善，咨询方便,民生服务,表扬,低
公交站点设置不合理，居民出行不便,交通管理,抱怨,中
广场舞音乐音量适中，不扰民,文化生活,表扬,低
夜间照明不足，部分区域存在安全隐患,安全治理,抱怨,中
法律援助申请流程简化，服务贴心,民生服务,表扬,低
人行道地砖松动，雨天易积水滑倒,交通管理,抱怨,中
社区电影院定期放映公益电影,文化生活,表扬,低
单元门禁经常故障，安全防护形同虚设,安全治理,抱怨,中
消费者权益保护宣传到位，维权意识提高,民生服务,表扬,低
停车场充电桩数量不足，电动车充电困难,交通管理,抱怨,中
手工制作课程培养居民动手能力,文化生活,表扬,低
消防设施检查记录缺失，管理不规范,安全治理,抱怨,中
邻里纠纷调解成功率高达95%,民生服务,表扬,低
交通信号灯配时不合理，路口经常拥堵,交通管理,抱怨,中
社区艺术团赴外地交流演出获好评,文化生活,表扬,低
保安年龄偏大，应急处置能力不足,安全治理,抱怨,中
遗嘱继承法律知识普及，避免家庭纠纷,民生服务,表扬,低
盲道被占用，残疾人通行困难,交通管理,抱怨,中
读书分享会促进居民文化交流,文化生活,表扬,低
安防系统经常误报，影响正常生活,安全治理,抱怨,低
劳动合同法律咨询帮助务工人员维权,民生服务,表扬,低
学校周边交通秩序混乱，学生安全堪忧,交通管理,抱怨,高
传统文化体验活动深受年轻人喜爱,文化生活,表扬,低
应急预案不完善，突发事件处置混乱,安全治理,抱怨,中
房产纠纷法律指导专业，化解矛盾,民生服务,表扬,低
共享汽车随意停放，影响小区秩序,交通管理,抱怨,中
社区歌咏比赛增进邻里感情,文化生活,表扬,低
保安巡逻流于形式，安全隐患未发现,安全治理,抱怨,中
防诈骗法律宣传有效，避免财产损失,民生服务,表扬,低
道路施工警示标识不明显，存在安全隐患,交通管理,抱怨,中
摄影培训班提升居民艺术修养,文化生活,表扬,低
消防演练参与度低，实际效果不佳,安全治理,抱怨,低
婚姻家庭法律咨询保护妇女权益,民生服务,表扬,低
停车场管理系统经常故障,交通管理,抱怨,中
民俗文化节展示地方特色,文化生活,表扬,低
陌生人尾随居民进入楼道,安全治理,抱怨,高
消费者维权法律援助及时有效,民生服务,表扬,低
交通协管员在岗不尽责,交通管理,抱怨,中
社区文艺创作作品获得市级奖项,文化生活,表扬,低
监控录像调取流程复杂，耽误破案,安全治理,抱怨,中
法律文书代写服务规范专业,民生服务,表扬,低
非机动车道被机动车占用,交通管理,抱怨,中
戏曲进社区活动弘扬传统文化,文化生活,表扬,低
消防知识宣传不到位，居民意识淡薄,安全治理,抱怨,低
劳动争议调解避免诉讼纠纷,民生服务,表扬,低
交通标志被树木遮挡，影响识别,交通管理,抱怨,低
邻里文化节促进社区和谐,文化生活,表扬,低
保安交接班存在空档期,安全治理,抱怨,中
法律咨询热线24小时畅通,民生服务,表扬,低
停车场通风系统故障，空气污浊,交通管理,抱怨,中
手工艺大赛展示居民才艺,文化生活,表扬,低
应急物资储备不足，难以应对突发事件,安全治理,抱怨,中
法律援助案件跟踪回访及时,民生服务,表扬,低
交通违法举报渠道不畅通,交通管理,抱怨,低
社区文化墙美化环境传播正能量,文化生活,表扬,低
安防设备维护不及时，故障频发,安全治理,抱怨,中
法律知识竞赛激发学习热情,民生服务,表扬,低
停车场照明不足，夜间停车不安全,交通管理,抱怨,中
老年大学课程丰富晚年生活,文化生活,表扬,低
保安培训不到位，专业技能欠缺,安全治理,抱怨,中
消费维权快速通道解决纠纷,民生服务,表扬,低
交通疏导员在高峰时段缺岗,交通管理,抱怨,中
非遗文化传承活动有意义,文化生活,表扬,低
消防通道标识不清，紧急时难找,安全治理,抱怨,中
法律顾问定期走访企业服务,民生服务,表扬,低
停车场地面标线模糊不清,交通管理,抱怨,低
社区艺术展提升文化品位,文化生活,表扬,低
应急预案演练缺乏实战性,安全治理,抱怨,低
民生服务站节假日照常办公,民生服务,表扬,低
交通设施损坏维修不及时,交通管理,抱怨,中
文艺志愿服务温暖人心,文化生活,表扬,低
保安对可疑人员排查不细致,安全治理,抱怨,中
在线法律咨询方便快捷,民生服务,表扬,低
停车场排水系统不畅，雨天积水,交通管理,抱怨,中
社区文化团队外出交流学习,文化生活,表扬,低
消防器材被挪用，紧急时无法使用,安全治理,抱怨,高
法律宣传材料发放覆盖全面,民生服务,表扬,低
交通秩序整治行动效果显著,交通管理,表扬,中
传统文化讲座吸引众多听众,文化生活,表扬,低
保安应急处置能力有待提高,安全治理,抱怨,中
法律援助为弱势群体撑腰,民生服务,表扬,低
智能停车系统提升管理效率,交通管理,表扬,低
社区书画展促进艺术交流,文化生活,表扬,低
安全防范宣传形式需要创新,安全治理,抱怨,低
法律咨询预约系统便捷高效,民生服务,表扬,低
交通志愿者服务认真负责,交通管理,表扬,低
文艺汇演搭建居民展示平台,文化生活,表扬,低
夜间安保力量需要加强,安全治理,抱怨,中
民生服务站环境舒适温馨,民生服务,表扬,低
交通设施维护保养及时到位,交通管理,表扬,低
阅读推广活动培养读书习惯,文化生活,表扬,低
消防隐患排查整改不到位,安全治理,抱怨,中
法律咨询隐私保护措施完善,民生服务,表扬,低
停车场环境整洁管理规范,交通管理,表扬,低
社区艺术团获得多项荣誉,文化生活,表扬,低
保安队伍需要年轻化专业化,安全治理,抱怨,中
法律援助案件质量跟踪评估,民生服务,表扬,低
交通秩序改善获得居民认可,交通管理,表扬,中
文化惠民工程实实在在,文化生活,表扬,低
安全管理制度需要完善,安全治理,抱怨,低
民生服务站便民设施齐全,民生服务,表扬,低
智能交通系统运行稳定,交通管理,表扬,低
文艺活动丰富多彩有特色,文化生活,表扬,低
应急响应机制需要优化,安全治理,抱怨,中
法律咨询服务质量持续提升,民生服务,表扬,低
交通管理科技含量提高,交通管理,表扬,低
文化设施使用率不断提高,文化生活,表扬,低
安全防护体系需要加强,安全治理,抱怨,中
民生服务站开放时间合理,民生服务,表扬,低
停车场管理更加智能化,交通管理,表扬,低
文化团队建设成效显著,文化生活,表扬,低
安保工作得到居民肯定,安全治理,表扬,低
法律咨询服务范围扩大,民生服务,表扬,低
交通秩序持续改善向好,交通管理,表扬,中
文化活动参与度不断提高,文化生活,表扬,低
安全治理水平稳步提升,安全治理,表扬,低
法律咨询更加便捷高效,民生服务,表扬,低
交通管理更加规范有序,交通管理,表扬,低
文化氛围更加浓厚活跃,文化生活,表扬,低
安全保障更加完善可靠,安全治理,表扬,低
民生服务更加专业贴心,民生服务,表扬,低
交通出行更加方便快捷,交通管理,表扬,低
文化生活更加丰富多彩,文化生活,表扬,低
安全环境更加和谐稳定,安全治理,表扬,低
法律保障更加全面有力,民生服务,表扬,低
交通秩序更加畅通有序,交通管理,表扬,低
文化服务更加优质多元,文化生活,表扬,低
安全管理更加科学规范,安全治理,表扬,低
法律咨询更加及时准确,民生服务,表扬,低
交通设施更加完善先进,交通管理,表扬,低
文化传承更加深入持久,文化生活,表扬,低
安全防护更加严密有效,安全治理,表扬,低
法律援助更加精准到位,民生服务,表扬,低
交通管理更加智能高效,交通管理,表扬,低
文化惠民更加广泛深入,文化生活,表扬,低
安全治理更加系统全面,安全治理,表扬,低
民生服务更加便民利民,民生服务,表扬,低
交通秩序更加文明礼让,交通管理,表扬,低
文化生活更加健康向上,文化生活,表扬,低
安全环境更加宜居宜业,安全治理,表扬,低
法律保障更加坚实可靠,民生服务,表扬,低
交通出行更加安全舒适,交通管理,表扬,低
文化发展更加繁荣兴盛,文化生活,表扬,低
安全治理更加精细智能,安全治理,表扬,低
民生服务更加专业规范,民生服务,表扬,低
交通管理更加人性科学,交通管理,表扬,低
文化服务更加贴近需求,文化生活,表扬,低
安全保障更加万无一失,安全治理,表扬,低
法律咨询更加周到细致,民生服务,表扬,低
交通设施更加完善便利,交通管理,表扬,低
文化活动更加丰富多彩,文化生活,表扬,低
安全防护更加严密周全,安全治理,表扬,低
法律援助更加及时有效,民生服务,表扬,低
交通秩序更加规范有序,交通管理,表扬,低
文化氛围更加浓厚活跃,文化生活,表扬,低
安全管理更加科学高效,安全治理,表扬,低
法律保障更加全面完善,民生服务,表扬,低
交通出行更加便捷顺畅,交通管理,表扬,低
文化服务更加优质多元,文化生活,表扬,低
安全环境更加和谐安宁,安全治理,表扬,低
法律咨询更加专业权威,民生服务,表扬,低
交通管理更加智能现代,交通管理,表扬,低
文化发展更加繁荣进步,文化生活,表扬,低
安全治理更加系统规范,安全治理,表扬,低
民生服务更加便民高效,民生服务,表扬,低
交通秩序更加文明有序,交通管理,表扬,低
文化生活更加丰富多彩,文化生活,表扬,低
安全保障更加可靠有力,安全治理,表扬,低
法律保障更加坚实完善,民生服务,表扬,低
交通出行更加安全便捷,交通管理,表扬,低
文化服务更加贴近民生,文化生活,表扬,低
安全防护更加严密有效,安全治理,表扬,低
法律咨询更加及时周到,民生服务,表扬,低
交通设施更加完善先进,交通管理,表扬,低
文化活动更加丰富多彩,文化生活,表扬,低
安全管理更加科学规范,安全治理,表扬,低
法律援助更加精准到位,民生服务,表扬,低
交通管理更加智能高效,交通管理,表扬,低
文化惠民更加广泛深入,文化生活,表扬,低
安全治理更加系统全面,安全治理,表扬,低
民生服务更加专业贴心,民生服务,表扬,低
交通秩序更加畅通有序,交通管理,表扬,低
文化发展更加繁荣兴盛,文化生活,表扬,低
安全环境更加和谐稳定,安全治理,表扬,低
法律保障更加全面有力,民生服务,表扬,低
交通出行更加方便快捷,交通管理,表扬,低
文化服务更加优质多元,文化生活,表扬,低
安全管理更加精细智能,安全治理,表扬,低
法律咨询更加便捷高效,民生服务,表扬,低
交通管理更加规范有序,交通管理,表扬,低
文化氛围更加浓厚活跃,文化生活,表扬,低
安全保障更加完善可靠,安全治理,表扬,低
text,category,emotion,urgency
保安认真巡逻，夜间多次劝阻可疑人员,安全治理,表扬,低
小吃摊位油烟直排，影响周边住户开窗,环境卫生,抱怨,中
保安帮助老人搬运重物，服务态度热情,安全治理,表扬,低
流动摊贩占道经营，堵塞人行通道,社区治理,抱怨,中
保安及时发现火灾隐患，避免事故发生,安全治理,表扬,高
小吃摊卫生条件差，食材露天摆放,医疗卫生,抱怨,中
保安熟悉小区住户，陌生人盘查严格,安全治理,表扬,低
夜市摊点噪音扰民，持续到深夜,环境卫生,抱怨,中
保安应急处理能力强，快速解决电梯困人,安全治理,表扬,高
煎饼果子摊位油烟净化设备故障,环境卫生,抱怨,中
保安协助警方抓获盗窃嫌疑人,安全治理,表扬,高
烧烤摊占用消防通道经营,安全治理,抱怨,高
保安定期检查消防设施，记录完整,安全治理,表扬,低
小吃摊使用劣质食用油，存在安全隐患,医疗卫生,抱怨,中
保安耐心指导访客登记，管理规范,安全治理,表扬,低
流动水果摊缺斤少两，欺诈消费者,民生服务,抱怨,中
保安夜间巡逻频次合理，居民安心,安全治理,表扬,低
麻辣烫摊位污水随意倾倒，污染环境,环境卫生,抱怨,中
保安及时处理邻里纠纷，维护和谐,安全治理,表扬,低
早餐摊凌晨作业，噪音影响居民休息,环境卫生,抱怨,中
保安帮助走失儿童找到家人,安全治理,表扬,中
小吃摊证件不全，属于无证经营,民生服务,抱怨,中
保安认真值守监控室，及时发现异常,安全治理,表扬,低
炸鸡摊油烟味浓重，周边住户不堪其扰,环境卫生,抱怨,中
保安协助物业处理突发事件,安全治理,表扬,中
流动摊贩与城管打游击，整治效果差,社区治理,抱怨,中
保安服务态度好，受到居民好评,安全治理,表扬,低
小吃摊占用人行道，残疾人通行困难,社区治理,抱怨,中
保安定期参加培训，专业技能提升,安全治理,表扬,低
夜市摊点垃圾随意丢弃，环境卫生差,环境卫生,抱怨,中
保安认真核对进出车辆，管理严格,安全治理,表扬,低
小吃摊使用一次性餐具，白色污染严重,环境卫生,抱怨,低
保安及时发现管道漏水，避免损失扩大,安全治理,表扬,中
流动书摊经营规范，方便居民购书,文化生活,表扬,低
保安帮助住户处理宠物扰民问题,安全治理,表扬,低
小吃摊食材来源不明，食品安全堪忧,医疗卫生,抱怨,中
保安交接班记录详细，工作衔接顺畅,安全治理,表扬,低
早餐摊卫生状况良好，食材新鲜,医疗卫生,表扬,低
保安处理违规停车及时有效,安全治理,表扬,中
糖炒栗子摊烟雾较大，影响空气质量,环境卫生,抱怨,中
保安协助清理楼道杂物，消除隐患,安全治理,表扬,低
小吃摊支持移动支付，方便顾客,民生服务,表扬,低
保安夜间巡查认真，不走过场,安全治理,表扬,低
流动理发摊价格实惠，服务周到,民生服务,表扬,低
保安帮助迷路老人回家,安全治理,表扬,中
臭豆腐摊气味难闻，影响周边商户,环境卫生,抱怨,中
保安定期更新安防设备，提升效能,安全治理,表扬,低
煎饼摊营业至深夜，顾客喧哗扰民,环境卫生,抱怨,中
保安工作责任心强，多次获得锦旗,安全治理,表扬,低
小吃摊垃圾分类到位，环境卫生良好,环境卫生,表扬,低
保安及时报告设施故障，维修迅速,安全治理,表扬,低
流动修鞋摊手艺精湛，方便居民,民生服务,表扬,低
保安协助开展消防演练，组织有序,安全治理,表扬,低
烧烤摊油烟净化设备正常运行,环境卫生,表扬,低
保安对小区情况了如指掌,安全治理,表扬,低
早餐摊提前营业，方便上班族,民生服务,表扬,低
保安处理高空抛物行为果断,安全治理,表扬,中
小吃摊占道摆放桌椅，影响通行,社区治理,抱怨,中
保安协助住户解决实际困难,安全治理,表扬,低
糖画摊位展示传统手艺，文化传承,文化生活,表扬,低
保安认真执行疫情防控措施,安全治理,表扬,低
流动水果摊果品新鲜，价格公道,民生服务,表扬,低
保安及时发现并处理安全隐患,安全治理,表扬,中
小吃摊使用清洁能源，环保意识强,环境卫生,表扬,低
保安服务专业，获得业主认可,安全治理,表扬,低
夜市摊点管理规范，秩序井然,社区治理,表扬,低
保安协助维护小区交通秩序,安全治理,表扬,低
小吃摊从业人员持健康证上岗,医疗卫生,表扬,低
保安工作认真负责，居民放心,安全治理,表扬,低
流动维修摊服务及时，收费合理,民生服务,表扬,低
保安处理紧急情况沉着冷静,安全治理,表扬,高
小吃摊地面油污清理不及时,环境卫生,抱怨,低
保安协助物业收取物业费,安全治理,表扬,低
早餐摊提供免费豆浆，服务贴心,民生服务,表扬,低
保安定期检查监控设备运行状况,安全治理,表扬,低
小吃摊照明不足，晚间经营困难,安全治理,抱怨,低
保安帮助住户保管临时物品,安全治理,表扬,低
流动书摊书籍种类丰富，更新及时,文化生活,表扬,低
保安认真填写工作日志，记录详实,安全治理,表扬,低
小吃摊使用可降解餐盒，环保,环境卫生,表扬,低
保安协助清理小广告，维护环境,安全治理,表扬,低
夜市摊点配备灭火器，安全有保障,安全治理,表扬,低
保安服务态度需要改善,安全治理,抱怨,低
小吃摊占用盲道经营，影响通行,社区治理,抱怨,中
保安年龄结构合理，队伍稳定,安全治理,表扬,低
流动水果摊电子秤准确，诚信经营,民生服务,表扬,低
保安应急处置预案完善,安全治理,表扬,低
小吃摊从业人员佩戴口罩，卫生达标,医疗卫生,表扬,低
保安协助开展防盗宣传,安全治理,表扬,低
早餐摊食材采购渠道正规,医疗卫生,表扬,低
保安工作服整洁，形象专业,安全治理,表扬,低
小吃摊油烟排放符合标准,环境卫生,表扬,低
保安协助管理装修施工,安全治理,表扬,低
流动服务摊点方便居民生活,民生服务,表扬,低
保安认真执行访客管理制度,安全治理,表扬,低
小吃摊垃圾分类收集，环境整洁,环境卫生,表扬,低
保安协助处理违规养犬问题,安全治理,表扬,低
夜市摊点营业时间合理，不扰民,环境卫生,表扬,低
保安工作认真，但人员配备不足,安全治理,抱怨,中
小吃摊证照齐全，合法经营,民生服务,表扬,低
保安协助维护公共设施,安全治理,表扬,低
流动摊位统一管理，规范有序,社区治理,表扬,低
保安服务获得业主好评,安全治理,表扬,低
小吃摊明码标价，消费透明,民生服务,表扬,低
text,category,emotion,urgency
煎饼果子摊凌晨4点开始营业，和面声影响居民睡眠,环境卫生,抱怨,中
烤冷面摊位油烟净化器故障，油烟直排污染空气,环境卫生,抱怨,中
鸡蛋灌饼摊使用地沟油，存在食品安全问题,民生服务,抱怨,高
麻辣烫摊位食材不新鲜，顾客食用后不适,民生服务,抱怨,中
臭豆腐摊气味扩散范围大，整条街都能闻到,环境卫生,抱怨,中
烤红薯摊使用化工桶做炉具，存在安全隐患,安全治理,抱怨,高
炸鸡排摊油锅温度过高，多次引发小火情,安全治理,抱怨,高
手抓饼摊占用消防通道经营，阻碍应急救援,安全治理,抱怨,高
凉皮摊位卫生条件差，操作台污渍明显,环境卫生,抱怨,中
烧烤摊营业至凌晨两点，顾客喧哗扰民,环境卫生,抱怨,中
糖炒栗子摊烟雾缭绕，影响周边商铺经营,环境卫生,抱怨,中
肉夹馍摊使用劣质肉类，欺骗消费者,民生服务,抱怨,高
煎饼摊随意倾倒面糊废水，堵塞下水道,环境卫生,抱怨,中
烤肠摊占用盲道经营，影响视障人士通行,社区治理,抱怨,中
鸡蛋糕摊煤气罐随意摆放，存在爆炸风险,安全治理,抱怨,高
麻辣香锅摊使用回收油，重复利用不卫生,民生服务,抱怨,高
炸串摊油质发黑，长期不更换,民生服务,抱怨,中
烧饼摊面粉露天堆放，灰尘污染严重,环境卫生,抱怨,中
烤面筋摊占用公交站台，影响乘客上下车,交通管理,抱怨,中
煎饺摊地面油污厚重，行人容易滑倒,环境卫生,抱怨,中
烤鱼摊污水直排雨水井，污染环境,环境卫生,抱怨,中
炸麻花摊占用小区出入口，影响车辆通行,交通管理,抱怨,中
麻辣拌摊食材露天摆放，卫生状况堪忧,环境卫生,抱怨,中
烤馒头摊使用劣质面粉，口感差,民生服务,抱怨,中
煎豆腐摊油烟机噪音过大，影响周边住户,环境卫生,抱怨,中
烤肉摊占用绿化带，破坏公共绿地,环境卫生,抱怨,中
炸年糕摊油渍污染人行道，难以清理,环境卫生,抱怨,中
烤茄子摊使用违规添加剂，食品安全问题,民生服务,抱怨,高
煎包摊煤气管道老化，存在泄漏风险,安全治理,抱怨,高
烤鸡翅摊占用消防栓位置，影响使用,安全治理,抱怨,高
炸蘑菇摊使用过期食材，继续销售,民生服务,抱怨,高
烤玉米摊炭火灰烬随意倾倒，引发小火情,安全治理,抱怨,中
煎饼摊操作台卫生差，抹布发黑有异味,环境卫生,抱怨,中
烤鱿鱼摊烟雾报警器经常误报,环境卫生,抱怨,低
炸薯条摊占用残疾人专用车位,交通管理,抱怨,中
烤冷面摊从业人员无健康证,民生服务,抱怨,中
煎饼果子摊支持手机支付，方便快捷,民生服务,表扬,低
烤红薯摊使用专用烤炉，安全规范,安全治理,表扬,低
炸鸡排摊定期更换食用油，品质有保障,民生服务,表扬,低
手抓饼摊配备灭火器，安全意识强,安全治理,表扬,低
凉皮摊位操作人员佩戴口罩手套,环境卫生,表扬,低
烧烤摊安装高效油烟净化设备,环境卫生,表扬,低
糖炒栗子摊使用环保燃料，烟雾小,环境卫生,表扬,低
肉夹馍摊肉质检验合格，来源正规,民生服务,表扬,低
煎饼摊自备垃圾桶，保持周边清洁,环境卫生,表扬,低
烤肠摊在指定区域经营，不占道,社区治理,表扬,低
鸡蛋糕摊煤气罐固定放置，安全规范,安全治理,表扬,低
麻辣香锅摊使用一次性锅底，干净卫生,民生服务,表扬,低
炸串摊每日更换新油，品质新鲜,民生服务,表扬,低
烧饼摊面粉密封保存，防尘防潮,环境卫生,表扬,低
烤面筋摊营业时间合理，不扰民,环境卫生,表扬,低
煎饺摊地面铺设防滑垫，安全措施到位,安全治理,表扬,低
烤鱼摊安装油水分离器，环保达标,环境卫生,表扬,低
炸麻花摊在划定区域经营，秩序良好,社区治理,表扬,低
麻辣拌摊食材冷藏保存，新鲜卫生,民生服务,表扬,低
烤馒头摊使用优质面粉，口感好,民生服务,表扬,低
煎豆腐摊定期清洗油烟机，维护到位,环境卫生,表扬,低
烤肉摊自备垃圾袋，及时清理,环境卫生,表扬,低
炸年糕摊使用食品级油，安全可靠,民生服务,表扬,低
烤茄子摊使用天然调料，无添加剂,民生服务,表扬,低
煎包摊煤气设备定期检查，安全有保障,安全治理,表扬,低
烤鸡翅摊避让消防设施，安全意识强,安全治理,表扬,低
炸蘑菇摊食材当天采购，保证新鲜,民生服务,表扬,低
